Paper ID,DOI,Title,Authorship,Year Pub,Hem,Region,Body,Environ,Collection,Type,Size,Paper Notes
159,10.1515/botcro-2015-0026,Development of periphytic diatoms on different artificial substrates in the Eastern Adriatic Sea,Nenadović et al.,2015,N,Temp,Adr,Benthic,Sample collection,C. Field,Meso; macro,"plastic supported far lower diatom density than seagrass or wood, similar to glass.  aluminum supported lowest density by far. nitzchia not found on plastic, only glass and natural substrates.  sp richness on plastic was comparatively very low.  while multiple substrates were observed (incl. aluminum, ceramic, asbestos, iron, rubber) only glass and plastic were included in the organism list for clarity and consistency."
160,10.1016/j.envpol.2016.01.026,Biofouling on buoyant marine plastics: An experimental study into the effect of size on surface longevity,Fazey & Ryan,2016,S,Temp,Atl,Floating,Sample collection,C. Field,Micro; meso; macro,complex dense cover fomed by week 6 in most samples of PE in a marina in cape town. also found nudibranch eggs. almost all sheets had become negatively buoyant by 12 weeks.
161,10.5852/ejt.2015.149,"Cheilostome Bryozoa from Penang and Langkawi, Malaysia",Taylor & Tan,2015,S,Trop,Ind,Beach,Opportunistic,Obs,Macro,"Taxonomic survey of cheilostome bryozoa in specific location.  Included sp were those id'd from lost fishing gear/floats or other types of debris included in this review. Also included were fouling on static structures, not included."
162,10.1080/00222930701391773,"Diversity and taxonomy of intertidal Bryozoa (Cheilostomata) at Akkeshi Bay, Hokkaido, Japan","Grischenko, Dick, & Mawatari",2007,N,Temp,Pac,Beach,Opportunistic,Obs,Macro,"Cauloramphus spinifer was common on plastic debris.  Study overall aimed at taxonomy of bryozoans on hokkaido, but found several species on plastic and metal debris in intertidal (assumed beach). Could not determine specific gps points for bryos on debris despite clear coordinates in paper because debris was listed as substrate in text and tables, but not in specific descriptions."
163,10.3389/fmicb.2017.02709,Environmental factors support the formation of specific bacterial assemblages on microplastics,"Oberbeckmann, Kreikemeyer, & Labrenz",2018,N,Temp,Bal,Floating,Sample collection,C. Field,Micro; meso,"Compared bacterial community on pellets along a salinity gradient.  Used wood as a control, looked at PE and PS pellets. All communities differed (incl. free living and particle attached) in the marine environment, but not in estuarine. Pathogenic were not elevated on plastic.  Vibrio in particular was found significantly more commonly on wood than on plastic. Low nutrient concentrations increased specificity of plastic attached community."
164,10.1088/1748-9326/aa8e8b,Effects of biofouling on the sinking behavior of microplastics,"Kaiser, Kowalski, & Waniek",2017,N,Temp,Bal,Floating,Sample collection,C. Field,Micro; meso,"Sinking velocity increased more in ocean than estuarine and consistently increased over the course of 14 weeks on pellets of PS and PE. The only particles that sunk were fouled by Mytilus, which showed a strong preference for PE. Despite biofilm being a focus of the experiment, most of the community was not identified."
165,10.1016/j.marpolbul.2017.07.023,"Fouling assemblage of benthic plastic debris collected from Mersin Bay, NE Levantine coast of Turkey","Gündoğdu, Çevik, & Karaca",2017,N,Temp,Med,Benthic,Trawl,Obs,Macro; meso,Species richness and count of plastic pieces was not correlated.  PE was the most common type of plastic found and had the highest species richness (alongside PET).  Bigger pieces of plastic supported more diverse communities. Good example of reporting of taxa by location and substrate type.
166,10.15560/10.3.684,"First records of the non-native bivalve Isognomon bicolor (C. B. Adams, 1845) rafting to the Uruguayan coast",Breves et al.,2014,S,Temp,Atl,Floating,Opportunistic,Obs,Macro,Discovered known invasive Isognomon bicolor attached to floating debris outside of its known range on tennis shoes and slippers. Species was not found on any of the natural debris included in the survey.
167,10.1021/es401288x,Life in the “Plastisphere”: Microbial Communities on Plastic Marine Debris,"Zettler, Mincer, & Amaral-Zettler",2013,N,Temp,Atl,Floating,Trawl,Obs,Meso; micro,"PE and PP were most common substrate types, therefore only they were compared between each other and seawater. Did not record or analyse community on natural particles. Phormidium and Rivularia were common on plastics but not in seawater. "
168,10.1016/j.marpolbul.2017.07.023,"Fouling assemblage of benthic plastic debris collected from Mersin Bay, NE Levantine coast of Turkey","Gündoğdu, Çevik, & Karaca",2017,N,Temp,Med,Benthic,Trawl,Obs,Macro,"No significant relationship between spp richness and debris amount.  Spirobranchus triqueter, hydroides, and Neopycnodonte cochlear were most common.  Most common plastic was PE, followed by PP.  When compared, PE and PET were supported dissimlar communities from PP. Fouled plastics were primarily the same composition as those found floating, supposed that they had been found in benthic due to weight of fouling community.  No invasives were found."
169,10.1021/acs.est.9b03659,"Colonization Characteristics of Bacterial Communities on Plastic Debris Influenced by Environmental Factors and Polymer Types in the Haihe Estuary of Bohai Bay, China",Li et al.,2019,N,Temp,Pac,Benthic,Sample collection,C. Field,Macro,"Biomass increased up until week 6, after which point it began to decrease. Availability of nutrients (N, P) [+] and salinity [-] were the main factors influencing the average growth rate of biofilm. However, diversity positively correlates with salinity and is the main driving force. Sediment attached community was subset of larger plastic attached community and both differed from seawater. Taxa that could use non-carbon energy sources increased in abundance on plastic over time.  When kept in close proximity, no difference in community on plastic types."
170,10.1007/s12526-014-0258-8,"First record of Pinctada imbricata Röding, 1798 (Bivalvia: Pteroidea) attached to a rafting item: a potentially invasive species on the Uruguayan coast",Marques & Breves,2015,S,Temp,Atl,Floating,Opportunistic,Obs,Macro,First instance of the bivalve Pinctada imbricata in Uruguay and represents a significant range expansion along the Atlantic coast of S.A. Found on floating rope.
171,10.1111/j.1095-8312.1995.tb01101.x,From castaways to throwaways: marine litter in the Pitcairn Islands,Benton,1995,S; N,Temp,Pac; Atl,Beach,Transect,Obs,Macro,"Brief mention of being able to identify source of debris based upon epifaunal community and broad characterisation of fouling organisms. Primary focus was on type, origin, and amount of debris."
173,10.3389/fmicb.2019.00538,The Eukaryotic Life on Microplastics in Brackish Ecosystems,Kettner et al.,2019,N,Temp,Baltic,Floating,Sample collection,C. Field,Micro; meso,"While fungi were found on both wood and plastic, fungi were common among the taxa definitive for wood. Found 738 taxa from 14 kingdoms, though only the most common 20 on each substrate and a few distinctive taxa were available in the text and supplementary data. Significantly different communities on plastic than in freeliving seawater community. Phototrophic community on plastic was dominated by Ulva and Trebouxiophyceae, while seawater had a diverse phototrophic community."
174,10.1016/j.marpolbul.2012.02.015,"Anthropogenic ""Litter"" and macrophyte detritus in the deep Northern Gulf of Mexico",Wei et al.,2012,N,Temp,Pac,Benthic,Trawl,Obs,Macro,"Deep sea trawl in northern gulf of mexico returned ""numerous"" fouled objects, though only two extraordinary instances were mentioned: polychaete worms on a missile and sea anenomes on fabric. It was also mentioned that there were hermit crabs in janthina shells, indicating a  habitat generating connection between floating environs and the deep sea. Also noted that much of the waste was concentrated and showed evidence of containerisation, likely to get around marine waste disposal laws."
175,10.1016/j.jembe.2006.06.018,Experiments testing the use of waste material in estuaries as habitat for subtidal organisms,Chapman & Clynick,2006,S,Temp,Pac,Benthic,Visual,Obs,Macro,"There were no differences between metal, rock, and rubber in the type and/or amount of fouling and sessile biota (algae or animals). The study describes numerous identifications to species, including an analysis done on this level of data, but does not specifically report on it. There was a difference in the community found on different faces (vert/hor) of the artificial reefs created in the study. "
176,10.1111/1462-2920.13891,Microplastics alter composition of fungal communities in aquatic ecosystems,Kettner et al.,2017,N,Temp,Baltic,Floating,Sample collection,C. Field,Micro,"Only 3 of 7 sample sites were marine, with another 2 in brackish water, and 2 more in the freshwater discharge of a WWTP. Compared fungal community on plastic (PE, PS) with wood of micro-sizes and freefloating biota.  Found that the two plastic types supported very similar fungal communities which were distinct from wood and water.  Community composiiton varied widely between sites, even those with similar salinity.  MP at WWTP output had highest richness and diversity."
177,10.1016/j.dsr2.2016.04.013,Marine litter in submarine canyons of the Bay of Biscay,van den Beld et al.,2017,N,Temp,Med,Benthic,Visual,Obs,Macro,"Visual observations of organisms colonising litter in deep sea canyons in the Mediterranean revealed 13.6% of items were colonised, mostly by sessile suspension feeders.  There were 12 fish species observed near or entangled in debris, but these were not included since it couldn't be determined if they were alive or relied on the debris for habitat.  One genus of crustacean (Munida) was found to use plastic items and cloth as burrows."
178,10.1016/J.MARGEN.2019.05.001,Genome of Alcanivorax sp. 24: A hydrocarbon degrading bacterium isolated from marine plastic debris,Zadjelovic et al.,2019,S,Temp,Pac,Beach,Opportunistic,Taxon,Macro,"Profile of a novel species of Alcanivorax isolated from ""plastic marine debris"" collected in high intertidal zone on coast of Chile.  Had all genes characteristic of genus for alkane degradation."
179,10.1016/j.marpolbul.2018.04.037,Leave no traces – Beached marine litter shelters both invasive and native species,Garcia-Vazquez et al.,2018,N,Temp,North,Beach,Transect,Obs,Macro,"Chi-square tests show that there was a high level taxonomic difference between natural hard susbtrate and litter.  NIS were found only near the ferry station, and not elsewhere. However, the sample size for these organisms was very small, so no conclusions could be drawn about habitat preference (though they did state this relationship without statistical proof). Community on litter was more diverse than that in the natural substrate. Type of barnacles (acorn) found on debris indicates that it was from a near shore environment, consistent with what would be expected by the season's weather."
180,10.3800/pbr.10.133,"Wild polyps of the blooming jellyfish Aurelia limbata (Brandt, 1838) (Cnidaria: Scyphozoa) found on deep-sea debris off Sanriku, Japan",Shibata et al.,2015,N,Temp,Pac,Benthic [Deep],Trawl,Obs,Macro,"Organisms were collected from deep sea trawl debris and cultivated, then IDd from tissue and sequencing. Wild organisms were found in 2 pieces of debris out of 550 total collected over three sampling trips.  They were found inside of two containers, one made of aluminum and another made of plastic.  They were also collected in two different seasons (April, November) with significantly different temperature and salinity profiles.  Aluminum can found only as polyp, plastic bottle found as polyp, strobila, and ephyra. Actively reproductive.  This is the first description of their polyps in the wild (ish), the species is usually found clogging and breaking nets due to their dense aggregations of medusae."
181,10.1128/msystems.00024-16,Diversity and Activity of Communities Inhabiting Plastic Debris in the North Pacific Gyre,Bryant et al.,2016,N,Temp,Pac,Floating,Trawl,Obs,Micro; Meso,"Photosynthetic organisms (according to tests for Chl) significantly higher even when adjusted for area on debris 2-5mm than on smaller debris. Bryozoans most common life form with distinct microorganism communities forming along their egdes. ""Phormidium, Leptolyngbya, and Rhodobacteraceae were the most abundant microbial families within and across both studies [Zettler et al.]"". Vibrio found in both studies [Zettler et al.] to have locally high abundances but be negligible elsewhere. Radiolarians found in metagenomic works may represent free living organisms since they are visually rare on debris but prevalent molecularly."
182,10.1016/J.MARPOLBUL.2019.05.036,"Marine microplastic-associated bacterial community succession in response to geography, exposure time, and plastic type in China's coastal seawaters",Xu et al.,2019,N,Temp,Pac,Floating,Sample collection,C. Field,Micro,"Over one year PP and PVC pellets exposed to benthic conditions developed regular patterns of surface pitting and increased roughness indicative of biocorrosion and ""some mechanical impacts"". Dominant bacterial classes were consistent with that found in surrounding seawater. Over 30% of OTUs were common between PP, PVC, and seawater. Material specific OTUs were significantly higher on PP than PVC and seawater. Far greatest impact on community came from season with some sites also showing significant differences than others, but not all."
183,10.3354/meps262289,Rafting by five phyla on man-made flotsam in the Southern Ocean,Barnes & Fraser,2003,S,Polar,South,Beach,Opportunistic,Obs,Macro,Found reproductive cells on bryozoans on debris washed ahore in Antarctic S. Ocean island. First fouled debris found in the Arctic and had likely been at sea for over a year. All species found were known to be indigenous in the area.
184,10.3389/fmicb.2019.01252,Shotgun Metagenomics Reveals the Benthic Microbial Community Response to Plastic and Bioplastic in a Coastal Marine Environment,Pinnell & Turner,2019,N,Trop,Atl,Benthic,Sample Collection,C. Field,Micro,"Overall composition of biofilm community on plastic pellets (PHA and PET) was similar to that in general sediment, though there seemed to be a moderate increase in sulfate reducers on PHA relative to PET and ceramic (control). Microbial community on ceramic and PET were not significantly different from each other, though the PHA community was distinct. Spirochaete were found in significant amount only on PHA. Overall, introduction of plastic not shown to have a demonstrable effect on the benthic microbial community."
185,10.1016/J.MARPOLBUL.2019.06.013,Paint particles are a distinct and variable substrate for marine bacteria,Tagg et al.,2019,N,Temp,Baltic,Benthic,Trawl [van veen],Obs,Micro,"Eight paint fragments were compared to two distinct material plastics, seawater, sediment, and natural particle attached microbial communities. Only one sample of each plastic fragment type means comparison is not rigourous. However, Paint communities all grouped together separate from other particles and sediment. Frequently found taxa on paint primarily belonged to desulfobacteraceae, similar to paper 184."
186,10.1016/J.IJHEH.2018.08.009,Do plastics serve as a possible vector for the spread of antibiotic resistance? First insights from bacteria associated to a polystyrene piece from King George Island,Laganà et al.,2019,S,Polar,South,Beach,Opportunistic,Obs,Macro,"Collected large item of degraded and seawater saturated polystyrene foam on the beach which was covered in both microalgae (unidentified) and terrestrial moss, suggesting it had been beached for some time (not discussed). Molecular id was based on cultures obtained from the surface after gentle washing to remove loosely attached, all remaining formed biofilm in subsequent incubation. Strains showed resistance to many common broad spectrum antibiotics."
187,10.1111/1462-2920.14120,Evidence for selective bacterial community structuring on microplastics,Ogonowski et al.,2018,N,Temp,Baltic,Benthic,Sample Collection,C. Field,Micro,"Used known microbial community in local water column collected from wild sample to colonise and incubate on virgin microplastics (PP, PS, PE) and control (glass, cellulose) of known characteristics. Community established on each material was distinct from known source community. Diversity and evenness were similar on all but glass (lowest).  PS was distinct from PE and PP, which were distinct from cellulose. Plastics were distinguised by much higher presence of several genera of proteobacteria and lewinella and pirellula. PS community was most diverse.  "
188,10.1016/j.marpolbul.2018.04.017,Formation of microplastics by polychaetes (Marphysa sanguinea) inhabiting expanded polystyrene marine debris,Jang et al.,2018,N,Temp,Pac,Floating,Opportunistic,Obs,Macro,"Observed community, more detail to polychaetes, in eight lost EPS buoys, not clear if collected from beach or water column. Assumed floating from description in text. Wild caught polychaetes were documented consuming and expelling EPS particles in large concentrations in vitro."
189,10.1021/acs.est.7b00697,Temporal Dynamics of Bacterial and Fungal Colonization on Plastic Debris in the North Sea,De Tender et al.,2017,N,Temp,North,Benthic,Sample Collection,C. Field,Macro,"PE in the form of plastic sheets (clear) and rope (orange) were incubated in situ in a harbor and at an offshore wind installation. Biofilm formation was much slower offshore and took over 22 weeks to establish a visible layer, whereas the harbour films were visibly colonised at the first week, including by macroorganisms. Bacterial richness was always higher than fungal. Two distinct phases of colonisation were observed on plastic sheets in the harbour, but not other treatments. Majority of fungal sequences could not be attributed to known taxa. Offshore community showed no temporal or successional patterns. When compared with external dataset of field collected plastic fragments, offshore showed similarity but not harbour. Fungal community varied widely over time at all sites and on all materials"
190,10.1099/ijsem.0.001534,"Gilvimarinus japonicus sp. Nov., a cellulolytic and agarolytic marine bacterium isolated from coastal debris",Kouzui et al.,2016,N,Temp,Pac,Beach,Opportunistic,Obs,Macro,"Microbial community cultured from a fragment of rope found on a beach. In this community, a new organism was found, described, and named. Their metabolism is similar to other particle associated microbial organisms. The other members of its genus were also described from the Yellow Sea region."
191,10.1016/j.dsr2.2015.01.016,Analysis of towed camera images to determine the effects of disposed mustard-filled bombs on the deep water benthic community off south Oahu,Kelley et al.,2016,N,Trop,Pac,Benthic [Deep],Trawl [Camera],Obs,Macro,Stills from towed cameras allowed the identification of organisms on or closely adjacent to sunken debris on the deep sea floor near Hawaii. It was not possible to determine which organisms were associated with littered mustard gas ordnance in contrast to other more standard types of AMD and the communities were not significantly different. Several fish and eels were excluded because they may not be obligate to the debris.
192,10.1371/journal.pone.0137201,Biofilm and Diatom Succession on Polyethylene (PE) and Biodegradable Plastic Bags in Two Marine Habitats: Early Signs of Degradation in the Pelagic and Benthic Zone,Eich et al.,2015,N,Temp,Med,Benthic; Floating,Sample Collection,C. Field,Macro,"Biodegradable and traditional plastic films compared in the water column and in the benthos displayed insignificant differences in their amounts of biofilm after 4 weeks. The number of diatoms increased significantly between 0 and 33 days of exposure on all surfaces. Variation in oxygen production and tensile strength were too high for the small sample size in the study so no comparison could be made. Biodegradable films developed visible holes after 33 days and PE did not, however both were still structurally intact."
193,10.1016/j.marpolbul.2006.12.016,Effect of marine litter on the benthic megafauna of coastal soft bottoms: A manipulative field experiment,Katsanevakis et al.,2007,N,Temp,Med,Benthic,Transect,C. Field,Macro,"Observed change in benthic community in ""littered"" and control quadrats and found significant divergence in taxa over the course of the year of the study. Over time, higher abundance and richness in littered quadrats at all three sites. Litter density was at the higher end observed in the region, but not in excess. Organisms used litter as shelter, attachment substrate, and to lay eggs. At the end of the study, interior of the litter items could no longer provide shelter as it had been entirely colonised by C. intestinalis. Novel predator-prey relationship was observed between H. trunculus and C. stellatus. Unable to determine precise locations of three sampling sites, so got close estimate of ""middle""."
194,10.3989/scimar.1999.63n3-4239,Ichthyofauna associated with drifting floating objects in the Balearic Islands (western Mediterranean),Riera et al.,1999,N,Temp,Med,Floating,Opportunistic,Obs,Macro,"Opportunistic observations of fishes associated with natural and artificial debris items (AMD 63 - 83%) to provide published record of their association. No analysis was done. Almost all fishes caught were small juveniles or larval stages. Records include catches up to 50m from items. Some species were found in association only at night and did not associate during the day, though they were seen nearby. Author supposes that N. ductor associates with debris as an intermediate until sharks or rays can be found. Floating objects may have significant impacts as nurseries. Locations reported as areas were recorded as an estimate of the middle of the polygon."
195,10.1016/S0025-326X(01)00139-4,Derelict fishing gear in the Northwestern Hawaiian Islands: Diving surveys and debris removal in 1999 confirm threat to Coral Reef ecosystems,Donohue et al.,2001,N,Trop,Pac,Benthic,Transect,Obs,Macro,"Over 1/4 of debris was moderately or heavily fouled by some of 14 invertebrate and 10 vertebrate taxa documented in the study. Observations on fouling were incidental to the purpose of the study, which was entanglement and quantity of debris. Most of the debris was ALDFG, predominantly trawl and gill netting."
196,10.1016/j.marpolbul.2012.09.018,Increase of litter at the Arctic deep-sea observatory HAUSGARTEN,Bergmann & Klages,2012,N,Polar,Arctic,Benthic,Trawl [video],Obs,Macro,"Over half of debris was associated with megafauna based on images from a net tow in the deep sea. B. carpenterii co-occurred with hydroids on both cardboard and plastic. They could not determine whether C. gelida interacted with debris while alive, since it appeared to be dead fragments growing around debris items"
197,10.1016/j.dsr2.2011.08.009,Litter in submarine canyons off the west coast of Portugal,Mordecai et al.,2011,N,Temp,Atl,Benthic,Trawl [video],Obs,Macro,"Taxa recorded in this study were observed settled on or using debris as habitat and not seen elsewhere during the recordings, suggesting that they used it preferentially. Cidaris cidaris was also seen, but seemed to be entangled within the debris and not using it for habitat."
198,10.1007/s12210-014-0357-2,Biodiversity conservation: an example of a multidisciplinary approach to marine dispersal,Aliani et al.,2015,N,Temp,Adr,Floating,Opportunistic,Obs,Macro,"Broad study combining numerical modelling, drifters, imaging of plankton, and collection of fouled AMD to determine connectivity between MPAs. MD was sighted in >90% of transects and 80% was AMD. Found both common rafters (ie lepas) and coastal species on debris which often comprised a full ecological community ""in miniature"". These adult communities may supplement the predominantly larval transport between MPAs. 30 transects were completed to collected AMD in the ""Southern and Central Adriatic"", which has been reduced to two points representing these two descriptions since there was no map or more detailed info provided."
199,10.1016/J.MARPOLBUL.2019.04.010,Inhabiting the technosphere: The encroachment of anthropogenic marine litter in Neotropical mangrove forests and its use as habitat by macrobenthic biota,Riascos et al.,2019,S,Trop,Atl,Benthic,Transect,Obs,Macro,"Investigated marine debris in the roots of a mangrove forest within an urbanised watershed and near a regional port. Higher basal areas was slightly correlated with increased debris and debris diversity. Fouling communities also differed between debris on the forest floor and that caught within the roots. Root debris had a less diverse community dominated by periwinkles and barnacles. Floor litter tended to be a more diverse community predominated by sessile taxa. These communities also more strongly resembled communities from outside habitat, such as rocky intertidal, than those naturally occuring in mangrove forest. Hard debris more strongly showed this predominance of ""immigrant"" biota than soft debris."
200,10.1016/J.SCITOTENV.2019.01.363,Is derelict fishing gear impacting the biodiversity of the Northern Adriatic Sea? An answer from unique biogenic reefs,Moschino et al.,2019,N,Temp,Adr,Benthic,Trawl [video],Obs,Macro,"Compared community on sites impacted by ALDFG and those not. Sites impacted by ALDFG tended to be rocky outcrops (places where nets frequently snagged or were lost). Once ALDFG was removed from sites, they did not return to the reference community within the 18 month timeframe of the study though there was apparent recolonisation of substrate by ""naturally occurring"" sponges and tunicates and a marked reduction in anthozoans. They found negligible evidence of ghost fishing in the gear they removed, meaning that the damage came from the ecological destruction of rocky outcrop communities by debris-caused shifts in physical structure and smothering. Differences were also seen within the nearby fish community."
201,10.1016/j.dsr.2013.05.006,"Debris in the deep: Using a 22-year video annotation database to survey marine litter in Monterey Canyon, central California, USA",Schlining et al.,2013,N,Temp,Pac,Benthic [Deep],Trawl [video],Obs,Macro,"Increased litter on slopes >30 degrees, strongly associated with canyon walls and meanders matching that of natural debris. About 1/3 of debris had associated megafauna visible from a single pass of the video trawl. Organisms were predominantly using debris as a hiding place or to adhere to."
202,10.3989/scimar03702.10A,Baseline study of the distribution of marine debris on soft-bottom habitats associated with trawling grounds in the northern Mediterranean,Sánchez et al.,2013,N,Temp,Med,Benthic,Trawl,Obs,Macro,"Only 8% of plastics retrieved and observed with the naked eye were not visibly encrusted. Observed presumably live Lepas on benthic debris, despite Lepas not being typically known in benthic environs."
203,10.3354/meps12579,Hitchhiking in the East Australian Current: rafting as a dispersal mechanism for harmful epibenthic dinoflagellates,Larsson et al.,2018,S,Temp,Pac,Floating,Transect,Obs,Macro,Microalgal community on single plastic sheet found in study was similar to that of the macroalgae rafts and different from that on pumice and a tree branch.
204,10.1016/j.marpolbul.2014.12.044,"Distribution and assessment of marine debris in the deep Tyrrhenian Sea (NW Mediterranean Sea, Italy)",Angiolillo et al.,2015,N,Temp,Med,Benthic [Deep],Trawl [video],Obs,Macro,"Most debris was observed to be covering or abrading organisms, with lines and nets being the primary abraders. Corals recieved the majority of the impacts. Once damaged, the corals then seemed to be used as habitat by fouling organisms, causing further damage. Yet a greater proportion of debris (80%) was itself fouled to some extent. The most fouled debris was ALDFG, which was also the most common, inflating numbers. Only 40% of non-ALDFG was fouled. Some of the organisms growing on the debris was again corals, including some of the species commonly abraded."
205,10.1002/ETC.3432@10.1002/(ISSN)1552-8618.MICROPLASTICS,"From macroplastic to microplastic: Degradation of high‐density polyethylene, polypropylene, and polystyrene in a salt marsh habitat",Weinstein et al.,2016,N,Temp,Atl,Benthic,Sample Collection,C. Field,Macro,"Biofilm and periwinkles were present on plastic strips immersed in a salt marsh after 2 weeks (first measure). Oysters and barnacles were only observed at the 32 week period, and only on PS strips (not ever on PE or PP). FTIR was reliably able to ID plastic strips throughout the 32 weeks of the study."
206,10.1016/j.marpolbul.2017.11.022,"Tracing the source of marine debris on the beaches of northern New South Wales, Australia: The Bottles on Beaches program",Smith et al.,2018,S,Temp,Pac,Beach,Opportunistic,Obs,Macro,"Remote beaches held higher densities of plastic bottles than frequently visited ones, authors suppose due to ""good citizen"" behaviour. 6% of bottles were colonised by bryozoans and lepas. Citizen science project."
207,10.1016/j.dsr2.2014.08.012,Plastic pollution of the Kuril-Kamchatka Trench area (NW pacific),Fischer et al.,2015,N,Temp,Pac,Floating,Opportunistic,Obs,Macro; meso,"While the study itself looked at core, trawl, and camera trawl data for the benthos of a deep sea trench, the part of the study detailing organisms was incidentally done on floating debris found near station 9. Gear was often entangled mid-descent by ghost nets, also measured but not reported for epifauna. High proportion of fishing nets and gear among debris supposed a consequence of the Tohoku tsunami."
208,10.1016/J.MARPOLBUL.2018.11.026,"Nearshore sea surface macro marine debris in Maui County, Hawaii: Distribution, drivers, and polymer composition",Currie et al.,2019,N,Trop,Pac,Floating,Visual transect,Obs,Macro,"Plastic jugs, bottles, and bags supported highest biofouling cover alongside ALDFG. Smaller and irregularly shaped debris (ie bottle caps and beach toys) showed significantly lower biofouling. Almost all debris was PE or PS, or a blend of the two. Collected all debris visible on transect to shipboard observers, percent cover was estimated visually upon capture of the debris item. GPS point is reported centre of study area in which many transects were run. While the study specifically looked at biofouling, they only identified the taxa that were NIS."
209,10.1016/J.ENVPOL.2019.03.072,Marine litter from fishery activities in the Western Mediterranean sea: The impact of entanglement on marine animal forests,Consoli et al.,2019,N,Temp,Med,Benthic [Deep],Trawl [Video],Obs,Macro,In debris observed interspersed between rocky outcrops and poisodonia meadows there was relatively low fouling observed on debris. Only about one-third of objects were more than 50% covered by epibionts. Derelict fishing gear was the sole cause of damage to sessile fauna in the forests and the impacts were almost solely caused by longlines. Seafans and corals were the most impacted by these longlines. Coordinates estimate middle of transect.
210,10.1016/j.marpolbul.2019.01.011,Colonisation of plastic pellets (nurdles) by E. coli at public bathing beaches,Rodrigues et al.,2019,N,Temp,North,Beach,Quadrat,Obs,Meso,"Sampled nurdles on bathing beaches downstream of CSO outflows during peak tourist season. Found both E. coli and Vibrio spp on nurdles of all colours at all beaches, with Vibrio being predominant over E. coli. Did not look for or test for pathogenicity. "
211,10.1016/j.margen.2018.05.002,"Complete genome sequence of marine Bacillus sp. Y-01, isolated from the plastics contamination in the Yellow Sea",Wang et al.,2019,N,Temp,Pac,Floating,Opportunistic,Taxon,Micro,Novel bacillus species found on debris in the Yellow Sea shows capacity to utilise polypropylene as an energy source.
212,10.1098/rsos.170549,Macrofouling communities and the degradation of plastic bags in the sea: an in situ experiment,Pauli et al.,2017,N,Temp,Med,Benthic; Floating,Sample Collection,C. Field,Macro,"Observed colonisation and succession on traditional and biodegradable plastic films. Biofouling occurred more quickly on pelagic samples than benthic and biodegradable than traditional. Biodiversity showed the same pattern. Community was significantly different between the two habitats but not between materials. Biomass stayed roughly consistent during the study on benthic samples, but increased sharply over the first 8 months on pelagic samples. Pelagic samples showed a marked decline in biomass between 8 and 12 months (could be due to season, this was transition summer-fall). Pelagic samples all reached negative buoyancy within 12 months. Most taxa on the plastic are also known to colonise poisodonia (found nearby)."
213,10.2112/jcoastres-d-09-00072.1,"Marine Debris in the Island of Santa Catarina, South Brazil: Spatial Patterns, Composition, and Biological Aspects",Widmer & Hennemann,2010,S,Temp,Atl,Beach,Transect,Obs,Macro,Quantified beach debris presence and fouling as well as the presence of open crab burrows within the beach transects. Less than 5% of debris showed encrusting organisms. The majority of items found were plastic and almost all of the fouled debris was plastic. No correlation between burrows and debris amounts. Bryozoans were most common.
214,10.1016/j.dsr.2016.12.011,Marine litter on deep Arctic seafloor continues to increase and spreads to the North at the HAUSGARTEN observatory,"Tekman, Krumpen, & Bergmann",2017,N,Polar,Arctic,Benthic [Deep],Trawl [Video],Obs,Macro,Paper does not differentiate differences in interaction types (ie entanglement or habitat) so conclusions about associations cannot be drawn and inclusion of taxa in the database was done based on biological likelihood that the taxa was not harmed by interaction with debris. Found slight variations in debris sizes between stations and years. Overall amounts of debris have increased since 2011. Coordinates are midpoint of transect.
215,10.1016/j.marpolbul.2017.01.018,"Marine litter on the seafloor of the Faial-Pico Passage, Azores Archipelago",Rodríguez & Pham,2017,N,Temp,Atl,Benthic [Deep],Trawl [Video],Obs,Macro,"Majority of debris were fishing gear and related items. Predominant debris type was plastic, though about one-fifth was glass. About one-third of items were observed interacting with fauna in some way, though only 4% were seen to have damaged the organism. Over half overall were colonised."
216,10.1016/j.marpolbul.2017.12.052,Marine litter on the seafloor of the southern Baltic,Urban-Malinga et al.,2018,N,Temp,Baltic,Benthic [Deep]; Benthic,Trawl,Obs,Macro,"Majority of litter was found at the greater depth sampling sites, where highest densities occurred. Almost half of debris was fouled, primarily by mussels and barnacles. Debris of all types and origins was fouled."
217,10.1016/j.marenvres.2018.09.028,Mature biofilm communities on synthetic polymers in seawater - Specific or general?,Kirstein et al.,2018,N,Temp,North,Benthic,Sample Collection,C. Lab,Macro,"PE, PP, PET, PLA, PU, and styrene (glass control) were incubated in a dark flowthrough system (simulating benthos) to determine the the associated microbial community over time (15 months). At 15 months, complex organisms had established and grown alongside a diverse microbial community on all slides. Glass community was significantly different than the polymer communities. About half of all polymer pairs hosted significantly different communities when compared. PLA was different from all. PP and LDPE were similar to all but one other polymer. Paper detected taxa discriminate of particular material types. Over half of OTUs were specific to substrate attached community when compared to seawater. One third were shared."
218,10.1007/s12210-018-0738-z,Mega-litter and remediation: the case of Mar Piccolo of Taranto (Ionian Sea),Tursi et al.,2018,N,Temp,Med,Benthic,Transect,Obs,Macro,Documents the remediation process for removal of large debris (primarily due to residential and industrial illegal large/dangerous debris dumping) from an urbanised shallow coastal region. Protected and culturally important organisms were carefully documented and relocated prior to the removal of the debris items. Relocated organisms showed low mortality. High number of points displayed on map were summarised by randomly placed coordinates within area.
