intro_db,db_id,intro_name,intro_locality,dr_id,intro_source,intro_status
wrims,144835,Lophocladia lallemandii,Maltese part of the Mediterranean Sea - Eastern Basin; Mediterranean Sea - Western Basin,780469; 817149,"Sciberras, M.; Schembri, P. (2007). A Critical Review Of Records Of Alien Marine Species From The Maltese Islands And Surrounding Waters (Central Mediterranean). <em>Mediterranean Marine Science.</em> 8(1): 41-66.; Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.",invasive
wrims,144973,Microspongium globosum,Alaskan part of the Gulf of Alaska; Turkey,817257; 817258,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.",invasive
wrims,145060,Cladophora prolifera,Rabbit Rock; Kosi Bay; Australian Exclusive Economic Zone,892806; 892807; 892808; 857547,"NA; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
wrims,145086,Codium fragile,Canadian part of the Bay of Fundy; Swedish part of the Kattegat; Swedish part of the Skagerrak,818903; 858005; 858006,"Saunders, G.; Hawkins, N.; Wilkin, S. (2013). A survey of Sam Orr's Pond (New Brunswick, Canada) uncovers the invasive green alga Codium fragile (Chlorophyta) and the orange-striped green anemone Diadumene lineata (Cnidaria), first records for the Bay of Fundy and Canada, respectively. <em>BioInvasions Records.</em> 2(3): 185-189.; Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.",invasive; of concern
wrims,145309,Desmarestia ligulata,North China,868472,NA,invasive
wrims,145312,Asperococcus compressus,Australian Exclusive Economic Zone,816382,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,145391,Stypopodium schimperi,Portugal; Canary Islands part of the North Atlantic Ocean; Mediterranean Sea - Eastern Basin; Aegean Sea; Mediterranean Sea - Western Basin; Greece,822331; 822332; 822334; 822335; 822336; 819448,"Sanson, M., Reyes, J., Afonso-Carrillo, J., and Munoz, E. (2002). Sublittoral and deep-water red and brown algae new from the Canary Islands. <em>Botanica marina.</em> 45(1):35-49.; Streftaris, N.; Zenetos, A.; Papathanassiou, E. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogr. Mar. Biol. Ann. Rev.</em> 43: 419-453.; Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.; Tsiamis, K.; Montesanto, B.; Panayotidis, P.; Katsaros, C.; Verlaque, M. (2010). Updated records and range expansion of alien marine macrophytes in Greece (2009). <em>Mediterranean Marine Science.</em> 11(1): 61-79.",invasive
wrims,145656,Gymnogongrus crenulatus,Australian part of the Bass Strait,816839,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,145666,Schottera nicaeensis,Australian part of the Bass Strait,857564,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,145721,Undaria pinnatifida,French part of the English Channel; North China; Argentina; Australian part of the Tasman Sea,819346; 876662; 815642; 815643,"Zabin, C. J.; Ashton, G. V.; Brown, C. W.; Ruiz, G. M. (2009). Northern range expansion of the Asian kelp Undaria pinnatifida (Harvey) Suringar (Laminariales, Phaeophyceae) in western North America. <em>Aquatic Invasions.</em> 4(3): 429-434.; NA; Meretta, P.E.; Matula, C.V.; Casas, G. (2012). Occurrence of the alien kelp Undaria pinnatifida (Laminariales, Phaeophyceae) in Mar del Plata, Argentina. BioInvasions Records 1(1): 59–63.; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
wrims,145856,Colpomenia peregrina,United Kingdom part of the English Channel; United Kingdom part of the North Sea; United Kingdom part of the Celtic Sea,818934; 857307; 857308,"Minchin, D.; Cook, E.; Clark, P. (2013). Alien species in British brackish and marine waters. <em>Aquatic Invasions.</em> 8(1): 3-19.",of concern
wrims,145982,Ulva fasciata,Australian Exclusive Economic Zone,857604,"Department of Agriculture, Fisheries and Forestry (DAFF), Australia. (2009). NIMPIS (National Introduced Marine Pest Information System). The National System for the Prevention and Management of Marine Pest Incursions.",of concern
wrims,146371,Womersleyella setacea,Greece; Maltese part of the Mediterranean Sea - Eastern Basin,819460; 816300,"Tsiamis, K.; Montesanto, B.; Panayotidis, P.; Katsaros, C.; Verlaque, M. (2010). Updated records and range expansion of alien marine macrophytes in Greece (2009). <em>Mediterranean Marine Science.</em> 11(1): 61-79.; Sciberras, M.; Schembri, P. (2007). A Critical Review Of Records Of Alien Marine Species From The Maltese Islands And Surrounding Waters (Central Mediterranean). <em>Mediterranean Marine Science.</em> 8(1): 41-66.",invasive
wrims,146768,Caprella mutica,United Kingdom part of the North Sea; United Kingdom part of the English Channel; United Kingdom part of the Celtic Sea; New Zealand,857242; 857243; 857244; 818870,"Minchin, D.; Cook, E.; Clark, P. (2013). Alien species in British brackish and marine waters. <em>Aquatic Invasions.</em> 8(1): 3-19.; Frey, M.; Gartner, H.; Murray, C.; Therriault, T. (2009). First confirmed records of the non-native amphipod Caprella mutica (Schurin 1935) along the coast of British Columbia, Canada, and the potential for secondary spread via hull fouling. <em>Aquatic Invasions.</em> 4(3): 495-499.",invasive; of concern
wrims,146922,Melita nitida,German part of the North Sea; Germany; Dutch part of the North Sea,817220; 817221; 817222,"Reichert, K.; Beermann, J. (2011). First record of the Atlantic gammaridean amphipod Melita nitida Smith, 1873 (Crustacea) from German waters (Kiel Canal). <em>Aquatic Invasions.</em> 6(1): 103-108.",of concern
wrims,147123,Potamopyrgus antipodarum,Black Sea; Azov sea; Greece; Swedish part of the Baltic Sea; Swedish part of the Kattegat; Swedish part of the Skagerrak,819214; 819215; 819217; 819220; 857931; 857932; 857933,"Son, M.O. (2008). Rapid expansion of the New Zealand mud snail Potamopyrgus antipodarum (Gray, 1843) in the Azov-Black Sea Region. Aquatic Invasions 3(3): 335-340.; Radea, C.; Louvrou, J.; Economou-Amilli, A. (2008). First record of the New Zealand mud snail Potamopyrgus antipodarum J.E. Gray 1843 (Mollusca: Hydrobiidae) in Greece – Notes on its population structure and the associated microalgae. Aquatic Invasions 3(3): 341-344.; Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.",invasive; of concern
wrims,148586,Dikerogammarus villosus,Czech Republic,819006; 819007,"Berezina, N. A.; Duriš, Z. (2008). First record of the invasive species Dikerogammarus villosus (Crustacea: Amphipoda) in the Vltava River (Czech Republic). <em>Aquatic Invasions.</em> 3(4): 455-460.; Gruszka, P.; Wozniczka, A. (2008). Dikerogammarus villosus (Sowinski, 1894) in the River Odra estuary – another invader threatening Baltic Sea coastal lagoons. Aquatic Invasions 3(4): 395-403.",of concern
wrims,148592,Monocorophium insidiosum,Australian part of the Bass Strait,817309,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,148604,Apocorophium acutum,Australian part of the Tasman Sea,816324,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,148715,Botrylloides violaceus,United States part of the North Pacific Ocean; United States part of the North Atlantic Ocean; Dutch part of the North Sea; United Kingdom part of the Celtic Sea; United Kingdom part of the English Channel,824035; 824037; 814350; 814351; 857263,"Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS); Whitlatch, R. B.; Osman, R. W.; Frese, A.; Malatesta, R.; Mitchell, P.; Sedgwick, L. I. B.; Program, N. C. G.; CT, P. (1995). The ecology of two introduced marine ascidians and their effects on epifaunal organisms in Long Island Sound. <em>Proceedings of the Northeast Conference on Non-Indigenous Aquatic Nuisance Species.</em> 28-29.; Gittenberger, A.; Moons, J.J.S. (2011). Settlement and possible competition for space between the invasive violet tunicate Botrylloides violaceus and the native star tunicate Botryllus schlosseri in The Netherlands. Aquatic Invasions 6(4): 435–440.; Minchin, D.; Cook, E.; Clark, P. (2013). Alien species in British brackish and marine waters. <em>Aquatic Invasions.</em> 8(1): 3-19.",invasive
wrims,148791,Anas platyrhynchos,Macquarie Island,955111,"Frenot, Y.; Chown, S. L.; Whinam, J.; Selkirk, P. M.; Convey, P.; Skotnicki, M.; Bergstrom, D. M. (2005). Biological invasions in the Antarctic: extent, impacts and implications. <em>Biological Reviews.</em> 80(1): 45-72.",invasive
wrims,149095,Odontella sinensis,Swedish part of the Kattegat; Swedish part of the Skagerrak,858028; 858029,Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.,of concern
wrims,149682,Megabalanus coccopoma,Brazil,825271; 825299,"Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS); Young, P. S. (1994). Superfamily Balanoidea Leach (Cirripedia, Balanomorpha) from the Brazilian coast. <em>Boletim do Museo Nacional (Zoologia).</em> 356: 1-36.",invasive
wrims,149686,Balanus reticulatus,Israeli part of the Mediterranean Sea - Eastern Basin,864470,"Galil, B. (2007). Seeing Red: Alien species along the Mediterranean coast of Israel. <em>Aquatic Invasions.</em> 2(4): 281-312.",invasive
wrims,151112,Fucellia maritima,Kerguelen Islands,954893,"Frenot, Y.; Chown, S. L.; Whinam, J.; Selkirk, P. M.; Convey, P.; Skotnicki, M.; Bergstrom, D. M. (2005). Biological invasions in the Antarctic: extent, impacts and implications. <em>Biological Reviews.</em> 80(1): 45-72.",invasive
wrims,153847,Polydora websteri,Australian part of the Tasman Sea,815327,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,154241,Salvelinus fontinalis,Crozet Islands; Kerguelen Islands; Australian Exclusive Economic Zone,955108; 955109; 857562,"Frenot, Y.; Chown, S. L.; Whinam, J.; Selkirk, P. M.; Convey, P.; Skotnicki, M.; Bergstrom, D. M. (2005). Biological invasions in the Antarctic: extent, impacts and implications. <em>Biological Reviews.</em> 80(1): 45-72.; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
wrims,154582,Cyprinus carpio,Berg Rivier; St. Lucia; Swedish part of the Baltic Sea,892737; 892740; 857923,NA; Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.,invasive; of concern
wrims,154821,Salmo alpinus,Kerguelen Islands,955106,"Frenot, Y.; Chown, S. L.; Whinam, J.; Selkirk, P. M.; Convey, P.; Skotnicki, M.; Bergstrom, D. M. (2005). Biological invasions in the Antarctic: extent, impacts and implications. <em>Biological Reviews.</em> 80(1): 45-72.",invasive
wrims,155377,Janua brasiliensis,North Sea; Celtic Sea,817057; 823148,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.; JNCC (Joint Nature Conservation Committee). (1997). Non-native marine species in British waters: a review and directory.",invasive
wrims,156134,Homarus americanus,Swedish part of the Kattegat; Swedish part of the Skagerrak; Ukraine,857956; 857957; 816942,"Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.; Stebbing, P.; Johnson, P.; Delahunty, A.; Clark, P.; McCollin, T.; Hale, C.; Clark, S. (2012). Reports of American lobsters, Homarus americanus (H. Milne Edwards, 1837), in British waters. <em>BioInvasions Records.</em> 1(1): 17-23.",of concern
wrims,156632,Coscinodiscus wailesii,Norway; North Sea; Swedish part of the Kattegat; Swedish part of the Skagerrak,814630; 814632; 858030; 858031,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.; Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.",invasive; of concern
wrims,156859,Geukensia demissa,Caribbean Sea; California,816800; 823108,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.; Cohen, A.N. (2011). The Exotics Guide: Non-native Marine Species of the North American Pacific Coast. Center for Research on Aquatic Bioinvasions, Richmond, CA, and San Francisco Estuary Institute, Oakland, CA. Revised September 2011.",invasive
wrims,156887,Mytilopsis leucophaeata,Swedish part of the Baltic Sea,857941,Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.,of concern
wrims,158078,Cerapus tubularis,Saldanha Bay,887499,NA,invasive
wrims,158417,Hemigrapsus sanguineus,United States part of the North Atlantic Ocean; French part of the English Channel; French part of the North Atlantic Ocean; French part of the North Sea; Dutch part of the North Sea; Romanian part of the Black Sea; North Sea,826311; 825119; 825120; 825121; 825127; 819046; 819048; 819049; 819051; 816882; 816883; 816884; 816881; 819047,"Delaney, D. G.; Sperling, C. D.; Adams, C. S.; Leung, B. (2007). Marine invasive species: validation of citizen science and implications for national monitoring networks. Biological Invasions. 10(1): 117-128.; McDermott, J. (1998). The western Pacific brachyuran (Hemigrapsus sanguineus: Grapsidae), in its new habitat along the Atlantic coast of the United States: geographic distribution and ecology. <em>ICES Journal of Marine Science.</em> 55(2): 289-298.; Epifanio, C.; Dittel, A.; Park, S.; Schwalm, S.; Fouts, A. (1998). Early life history of Hemigrapsus sanguineus, a non-indigenous crab in the Middle Atlantic Bight (USA). <em>Marine Ecology Progress Series.</em> 170: 231-238.; Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS); McDermott, John J. (2000). Natural history and biology of the Asian Shore Crab Hemigrapsus sanguineus in the western Atlantic: a review, with new information. <em>Marine Bioinvasions: Proceedings of the First National Conference, Jan. 24-27, 1999, MIT Sea Grant Program, Cambridge, MA.</em> 193-199.; Dauvin, J.-C.; Dufossé, F. (2011). Hemigrapsus sanguineus (De Haan, 1835) (Crustacea: Brachyura: Grapsoidea) a new invasive species in European waters: the case of the French English Channel coast (2008-2010). Aquatic Invasions 6(3): 329–338.; Dauvin, J.-C.; Rius, A.T.; Ruellet, T. (2009). Recent expansion of two invasive crabs species Hemigrapsus sanguineus (de  Haan, 1835) and H. takanoi Asakura and Watanabe, 2005 along the Opal Coast, France. <em>Aquatic Invasions.</em> 4(3): 451-465.; Dauvin, J.-C. (2009). Establishment of the invasive Asian shore crab Hemigrapsus sanguineus (De Haan, 1835) (Crustacea: Brachyura: Grapsoidea) from the Cotentin Peninsular, Normandy, France. <em>Aquatic Invasions.</em> (3): 467-472.; Landschoff, J.; Lackschewitz, D.; Kesy, K.; Reise, K. (2013). Globalization pressure and habitat change: Pacific rocky shore crabs invade armored shorelines in the Atlantic Wadden Sea. <em>Aquatic Invasions.</em> 8(1): 77-87.; Dauvin, J.-C. (2009). Asian Shore Crabs Hemigrapsus spp. (Crustacea: Brachyura: Grapsoidea) continue their invasion around the Cotentin Peninsula, Normandy, France: Status of the Hemigrapsus population in 2009. <em>Aquatic Invasions.</em> 4(4): 605-611.",invasive; of concern
wrims,158670,Alosa sapidissima,United States part of the North Pacific Ocean,822519,"Boersma, P. Dee; Reichard, Sarah H.; Van Buren, A. N. (2006). Invasive Species in the Pacific Northwest. Seattle, WA : University of Washington Press, ©2006.",invasive
wrims,159559,Pterois volitans,Caribbean Sea; Bahamas; Cuba; Dominican Republic; Jamaica; United States part of the North Atlantic Ocean; Virgin Islands part of the Caribbean Sea; Cayman Islands; Bermuda Islands; Honduran part of the Caribbean Sea; Venezuelan part of the Caribbean Sea; Mexico,817828; 819226; 819231; 819234; 819236; 819239; 819240; 819243; 819244; 815444; 815445; 815448; 815449; 819247,"Vásquez-Yeomans, L.; Carrillo, L.; Morales, S.; Malca, E.; Morris, J.A., Jr.; Schultz, T.; Lamkin, J.T. (2011). First Larval Record Of Pterois volitans (Pisces: Scorpaenidae) Collected From The Ichthyoplankton In The Atlantic. Biological Invasions 13(12): 2635-2640.; Schofield, P.J. (2009). Geographic extent and chronology of the invasion of non-native lionfish [Pterois volitans (Linnaeus, 1758) and P. miles (Bennett, 1828)] in the Western North Atlantic and Caribbean Sea. <em>Aquatic Invasions.</em> 4(3): 473-479.; Lasso-Alcalá, O.; Posada, J. (2010). Presence of the invasive red lionfish, Pterois volitans (Linnaeus, 1758), on the coast of Venezuela, southeastern Caribbean Sea. <em>Aquatic Invasions.</em> 5(Supplement 1): S53-S59.; Schofield, P.J. (2010). Update on geographic spread of invasive lionfishes (Pterois volitans [Linnaeus, 1758] and P. miles [Bennett, 1828]) in the Western North Atlantic Ocean, Caribbean Sea and Gulf of Mexico. <em>Aquatic Invasions.</em> 5(1): 117-122.; Biggs, C. R.; Olden, J. D. (2011). Multi-scale habitat occupancy of invasive lionfish (Pterois volitans) in coral reef environments of Roatan, Honduras. <em>Aquatic Invasions.</em> 6(3): 347-353.; Santander-Monsalvo, J.; López-Huerta, I.; Aguilar-Perera, A.; Tuz-Sulub, A. (2012). First record of the red lionfish (Pterois volitans [Linnaeus, 1758]) off the coast of Veracruz, Mexico. BioInvasions Records 1(2): 121–124.",invasive; of concern
wrims,159808,Conopeum tenuissimum,Australian part of the Tasman Sea; United States part of the North Pacific Ocean,815866; 824719; 826170,"Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS); Carlton, J.T. (1989). Marine biological invasions on the Pacific coast of North America: The introduced marine and maritime invertebrates, plants, and fish of Coos Bay, Oregon.; deRivera, C.E.; Ruiz, G.; Crooks, J.; Wasson, K.; Lonhart, S.; Fofonoff, P.; Steves, B.; Rumrill, S.: Brancato, M.S.; Pegau, S.; Bulthuis, P.; Preisler, R.K.; Schoch, C.; Bowlby, E.; DeVogelaere, A.; Crawford, M.; Gittings, S.; Hines, A.; Takata, L.; Larson, K.; Huber, T.; Leyman, A.M.; Collinetti, E.; Pascot, T.; Shull, S.; Anderson, M.; Powell, S. (2005). Broad-Scale Non-indigenous Species Monitoring along the West Coast in National Marine Sanctuaries and National Estuarine Research Reserves. Report to National Fish & Wildlife Foundation, pp. 125.",invasive
wrims,160515,Codium fragile subsp. tomentosoides,Australia,822709,IUCN's ISSG (Invasive Species Specialist Group). Global Invasive Species Database (GISD).,invasive
wrims,165916,Hymeniacidon sinapium,United States part of the North Pacific Ocean,816989,"Fuller, T. L.; Hughey, J. R. (2013). Molecular investigation of the invasive sponge Hymeniacidon sinapium (de Laubenfels) in Elkhorn Slough, California. <em>Aquatic Invasions.</em> 8(1): 59-66.",invasive
wrims,173223,Corella eumyota,United Kingdom part of the Celtic Sea; United Kingdom part of the English Channel; Portuguese part of the North Atlantic Ocean; Spanish part of the North Atlantic Ocean,814619; 857267; 818939; 818940,"Minchin, D.; Cook, E.; Clark, P. (2013). Alien species in British brackish and marine waters. <em>Aquatic Invasions.</em> 8(1): 3-19.; El Nagar, A.; Huys, R.; Bishop, J. (2010). Widespread occurrence of the Southern Hemisphere ascidian Corella eumyota Traustedt, 1882 on the Atlantic coast of Iberia. <em>Aquatic Invasions.</em> 5(2): 169-173.",invasive; of concern
wrims,181021,Pteropurpura (Ocinebrellus) inornata,Portugal,815453,"Afonso, C.M.L. (2011). Non-indigenous Japanese oyster drill Pteropurpura (Ocinebrellus) inornata (Récluz, 1851) (Gastropoda: Muricidae) on the South-west coast of Portugal. Aquatic Invasions 6(Suppl. 1): S85-S88.",invasive
wrims,181105,Amathina tricarinata,Aegean Sea; Mediterranean Sea - Eastern Basin,814203; 814204,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.",of concern
wrims,181372,Palaemon macrodactylus,French part of the Bay of Biscay,825458,"Beguer, M. (2007). First record of the invasive oriental shrimp Palaemon macrodactylus Rathbun, 1902 in France (Gironde Estuary). <em>Aquatic Invasions.</em> 2(2): 132-136.",invasive
wrims,181523,Marenzelleria neglecta,Swedish part of the Baltic Sea,857981,Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.,of concern
wrims,181566,Dreissena polymorpha,United Kingdom part of the English Channel; Sweden; Manche; United Kingdom part of the North Sea; United Kingdom; Spain; Germany; United Kingdom part of the Celtic Sea; Italy; Swedish part of the Baltic Sea,857223; 814824; 814825; 814826; 814827; 823077; 823078; 819011; 819012; 819013; 857947,"Minchin, D.; Cook, E.; Clark, P. (2013). Alien species in British brackish and marine waters. <em>Aquatic Invasions.</em> 8(1): 3-19.; Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.; Danoffburg, D.-B. (2003). Center for Environmental Research and Conservation- CERC's Introduced Species Summary Project.; Lalaguna, C.D.; Marco, A.A. (2008). The zebra mussel invasion in Spain and navigation rules. Aquatic Invasions 3(3): 315-324.; Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.",invasive; of concern
wrims,184501,Gelliodes fibrosa,Hawaii,823103,"Eldredge, L.G.; Smith, C.M. (2001). A Guidebook of Introduced Marine Species in Hawai'i. <em>Bishop Museum Technical Report.</em> 21: A1-A54; B1-B60 p.",invasive
wrims,208485,Chama aspersa,Greek part of the Mediterranean Sea - Eastern Basin,815818,"Ovalis, P.; Zenetos, A. (2007). On The Establishment Of Two More Alien Mollusca (<i>Chama aspersa</i> Reeve, 1846 And <i>Chama asperella</i> Lamarck, 1819) in The Eastern Mediterranean. <em>Mediterranean Marine Science.</em> 8(2): 97-100.",invasive
wrims,208488,Chama asperella,Greek part of the Mediterranean Sea - Eastern Basin,815816,"Ovalis, P.; Zenetos, A. (2007). On The Establishment Of Two More Alien Mollusca (<i>Chama aspersa</i> Reeve, 1846 And <i>Chama asperella</i> Lamarck, 1819) in The Eastern Mediterranean. <em>Mediterranean Marine Science.</em> 8(2): 97-100.",invasive
wrims,208814,Scylla serrata,Hawaiian part of the North Pacific Ocean,823300,"Eldredge, L.G.; Smith, C.M. (2001). A Guidebook of Introduced Marine Species in Hawai'i. <em>Bishop Museum Technical Report.</em> 21: A1-A54; B1-B60 p.",invasive
wrims,208823,Charybdis (Charybdis) variegata,Brazil,816625,"Sant'Anna, B.S.; Watanabe, T.T.; Turra, A.; Zara, F.J. (2012). First record of the non-indigenous portunid crab Charybdis variegata from the western Atlantic coast. BioInvasions Records 1(1): 11–16.",of concern
wrims,209374,Cheilodipterus novemstriatus,Israeli part of the Mediterranean Sea - Eastern Basin,816632,"Rothman, B.-S.S.; Goren, M.; Galil, B.S. (2013). Cheilodipterus novemstriatus (Rüppell, 1838) along the Levantine coast of the Mediterranean Sea: a forthcoming invasion? BioInvasions Records 2(1): 85–88.",of concern
wrims,210359,Panulirus versicolor,United States part of the North Atlantic Ocean,815124,"Page, J.; (2013). First record of the painted spiny lobster Panulirus versicolor (Latrielle, 1804) in coastal Georgia, USA. BioInvasions Records 2(2): 149–152.",of concern
wrims,211473,Caulerpa filiformis,Australian part of the Tasman Sea; Australian Exclusive Economic Zone,857593; 857577,"Department of Agriculture, Fisheries and Forestry (DAFF), Australia. (2009). NIMPIS (National Introduced Marine Pest Information System). The National System for the Prevention and Management of Marine Pest Incursions.; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
wrims,211549,Gracilaria salicornia,Hawaiian part of the North Pacific Ocean,823115,"Eldredge, L.G.; Smith, C.M. (2001). A Guidebook of Introduced Marine Species in Hawai'i. <em>Bishop Museum Technical Report.</em> 21: A1-A54; B1-B60 p.",invasive
wrims,211768,Acanthophora spicifera,Hawaiian part of the North Pacific Ocean,822492,"Eldredge, L.G.; Smith, C.M. (2001). A Guidebook of Introduced Marine Species in Hawai'i. <em>Bishop Museum Technical Report.</em> 21: A1-A54; B1-B60 p.",invasive
wrims,213130,Asterina burtoni,Israeli part of the Mediterranean Sea - Eastern Basin,864443,"Tortonese, E. (1966). Echinoderms from the coast of Lebanon. <em>Miscellaneous Papers in the Natural Sciences, the American University of Beirut.</em> 5: 2-5.",invasive
wrims,215940,Ascidia sydneiensis,False Bay (South Shetland Islands); Port Elizaberth (Harbour),892664; 892665,NA,invasive
wrims,217966,Fistularia commersonii,Italian part of the Mediterranean Sea - Eastern Basin; Italian part of the Ligurian Sea; Maltese part of the Mediterranean Sea - Eastern Basin; Greek part of the Ionian Sea,868368; 816000; 816001; 819077,"Azzurro, E.; Pizzicori, F.; Andaloro, F. (2004). First record of <i>Fistularia commersonii</i> (Fistularidae) from the central Mediterranean. <em>Cybium.</em> 28: 72-74.; Occhipinti-Ambrogi, A.; Galil, B. (2008). The Northernmost Record Of The Blue-Spotted Cornetfish From The Mediterranean Sea. <em>Mediterranean Marine Science.</em> 9(2): 125-127.; Sciberras, M.; Schembri, P. (2007). A Critical Review Of Records Of Alien Marine Species From The Maltese Islands And Surrounding Waters (Central Mediterranean). <em>Mediterranean Marine Science.</em> 8(1): 41-66.; Garibaldi, F.; Relini, L. O. (2008). Record of the bluespotted cornetfish Fistularia commersonii Rüppell, 1838 in the Ligurian Sea (NW Mediterranean). <em>Aquatic Invasions.</em> 3(4): 471-474.",invasive; of concern
